x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70
60.6175628284719 m,60.48652913009914 m,60.747310039472524 m,60.63036286568193 m,60.59371453454323 m,60.07167336364084 m,60.287961002725 m,60.67176861253276 m,60.9697022093047 m,61.03283055285462 m,61.080472740766126 m,60.741961389063604 m,60.96364923573731 m,60.483873297671394 m,60.3443945685552 m,60.85510391460704 m,60.85775906519202 m,61.09909804135281 m,61.21131950167539 m,61.53973265505349 m,61.214702303620804 m,60.838987463742896 m,60.7407445954899 m,60.961500617804035 m,60.85779802127538 m,60.93623909374828 m,60.2593521065342 m,59.98665243589621 m,59.579979542207305 m,59.74298810358924 m,60.26754940719965 m,60.52313775525437 m,60.87270883883814 m,60.68690523921591 m,61.355262568935316 m,61.69927568007527 m,62.19029478436684 m,61.839694603076886 m,61.92127396610883 m,61.75111286539938 m,61.27543321117708 m,61.192441552224835 m,60.891752367825 m,60.76016257074102 m,60.63374528736579 m,60.80918755107937 m,60.88449409524996 m,60.878918433839004 m,61.11932135618957 m,61.37944378778656 m,61.23531296252737 m,61.5385785709513 m,61.69456159878975 m,61.86243901846207 m,61.7372022646924 m,61.74811713363159 m,61.96885338174969 m,61.444520721628365 m,60.74456953662285 m,60.705890956078264 m,60.08141967594637 m,59.96729040757305 m,60.247272615571575 m,60.12243594673616 m,60.574970508617916 m,60.87798151422029 m,60.78017135920751 m,60.83595845882777 m,60.66330260182427 m,60.39261800239765 m
61.0208288076658 m,60.962107012981015 m,60.98846717304194 m,61.14133593863584 m,61.06899331519257 m,60.82943401752068 m,60.85751415259668 m,61.3533786779328 m,61.752510990166805 m,62.00405342423778 m,61.90939412874868 m,61.91404128229793 m,61.46277149552408 m,61.125188554376884 m,61.03876235850952 m,60.90274200161782 m,61.33846256308859 m,61.405287551715716 m,61.401450099184835 m,61.95799908518254 m,61.58144909133708 m,61.854888410750696 m,61.97630741820764 m,61.89823738811555 m,62.062647769581375 m,61.77828528729896 m,61.26188922418325 m,60.69372801849814 m,60.731282945569724 m,60.5244363610127 m,61.08418357386594 m,61.02291150813753 m,61.32249000430535 m,61.48561723269191 m,61.59582539338457 m,61.93454053798837 m,61.7590234264634 m,61.828181925409226 m,62.396897512221834 m,62.321995931818584 m,62.027793669343474 m,61.82856729511915 m,61.805761766812424 m,61.81705834738008 m,61.54129827126897 m,61.78942173344605 m,62.02279973747383 m,62.132828463115416 m,62.548498521856956 m,62.23113954677001 m,62.05090528726452 m,62.4041339143639 m,62.886092290747044 m,62.73509425797897 m,62.49308309184632 m,62.47329296380778 m,62.52410218467103 m,62.279236997159046 m,61.65570853461048 m,61.53943295189704 m,61.54585482098514 m,61.384010910299075 m,60.949705952194094 m,60.69028993164037 m,61.18519670233954 m,61.30558403788906 m,61.3046438986791 m,60.89424510086346 m,60.96062794371436 m,60.70604172486899 m
61.76448657995245 m,61.40059039920351 m,61.399294766769984 m,61.40206422355947 m,61.87441780697397 m,61.459665609836286 m,61.71898059294164 m,62.317248945467085 m,62.36468710913934 m,62.25002676278146 m,62.20833747667367 m,62.32592806048153 m,61.6574729689493 m,61.648519181576646 m,61.65383969209168 m,61.8034044313901 m,61.59716403419693 m,61.93288645598614 m,61.707280999893804 m,61.966924268405144 m,62.18998616628693 m,62.451534027376596 m,62.648803205072205 m,62.476646289986384 m,62.55299310447783 m,62.28532893700568 m,62.11878705871095 m,61.84395336357154 m,61.68931973556136 m,61.77243219557322 m,62.00135303239712 m,61.773691531829485 m,61.75047825255615 m,62.60370453059287 m,62.59167857102863 m,62.09553463912879 m,61.98839817781083 m,62.27780904779296 m,62.58356088790764 m,62.39258695594065 m,62.38506642546433 m,62.59116498775511 m,62.71953219382883 m,62.6952151005721 m,62.74422251083746 m,62.57283646643681 m,62.95498595063622 m,62.81692101715378 m,63.02019107430864 m,62.945659685964 m,63.04649397486631 m,63.444836817224356 m,63.07140904891385 m,63.29454287469095 m,63.351951060526346 m,63.12170190160372 m,62.97168398358885 m,62.653687843549754 m,62.36847770267295 m,62.31468927741838 m,62.188781713480054 m,61.92241013852114 m,61.470884873601484 m,61.63888054438188 m,61.65659118512882 m,61.63212220094866 m,61.79199276755663 m,61.5067942239567 m,61.878044622946845 m,61.38542362807712 m
61.97012125666902 m,61.479402009249476 m,61.41854316731414 m,61.55241584674975 m,61.964095538180445 m,62.19384286657784 m,62.69281016261037 m,62.911011546630036 m,63.08664957593537 m,62.79708134474848 m,62.9576764924239 m,62.67342892227783 m,62.6593306733361 m,62.81839200662602 m,62.46701280520041 m,62.40544303217257 m,62.494008135436424 m,62.803364072783324 m,62.49355389659273 m,62.72718008718737 m,62.75141710587657 m,62.82618536881938 m,63.35586537511256 m,63.27520679663627 m,63.30759029487148 m,62.85525273226148 m,63.05911398052645 m,62.72833944562589 m,62.631791298830294 m,62.57491075129625 m,62.72998866697969 m,62.65529461439524 m,62.462667178580844 m,62.37681629653521 m,62.39771722298491 m,61.79226297862581 m,62.054909167463606 m,62.962515527098425 m,62.88707885439568 m,63.11419108693988 m,62.99844626958047 m,63.14823587280316 m,63.804802543555624 m,63.913179310226326 m,63.8505680512603 m,63.46651283667291 m,63.71470569864577 m,63.52359695536711 m,63.71232539878618 m,63.42463879436148 m,63.847662369933694 m,63.96635264893126 m,63.711584869468155 m,63.93489795952071 m,63.982571868813295 m,64.33736403745202 m,64.20278844469291 m,63.92217243427776 m,63.419771112261955 m,63.506266533661176 m,63.54127776642225 m,62.76105390538807 m,62.49589978770318 m,62.3149277943993 m,62.40310841655411 m,62.601706462351515 m,62.33419588223492 m,61.67318278639978 m,61.74416635376875 m,61.762312055206685 m
62.441330878096274 m,61.88577674768413 m,61.8723351249724 m,62.13545839118406 m,62.188442473317814 m,62.53564930255965 m,63.19456408094861 m,63.26509330686037 m,63.46777442664758 m,63.37194053433662 m,63.27577722173764 m,63.48156382285519 m,63.83821283856604 m,63.57114673821418 m,63.23248918729891 m,63.355483611092225 m,63.4585730507427 m,63.55368464651065 m,63.19565617331676 m,63.280446693100316 m,63.66826590361671 m,63.62143205197229 m,63.85158519714541 m,63.96915147653309 m,63.6308738821274 m,63.83803914216986 m,63.848476594321845 m,63.666759709720964 m,63.4810768747617 m,63.465683808600495 m,63.39982153371688 m,63.22908060483504 m,62.78807308348844 m,62.72608193433255 m,62.811151693040145 m,62.48055658959391 m,62.684512770260994 m,62.66629140585287 m,63.108893182982484 m,63.218248378492234 m,63.832342021500594 m,64.1984529980461 m,64.27949107459835 m,64.74120114435564 m,64.57570102635917 m,64.47607365377593 m,64.45499479411967 m,63.98512453071055 m,64.42097720336291 m,64.28526198564654 m,64.4521767084598 m,64.59698745200032 m,64.2995941139552 m,64.34064976344266 m,64.41445048805038 m,64.71263614384321 m,64.83147625949266 m,64.73514817573451 m,64.69053146686485 m,64.658440525271 m,64.49214961855239 m,64.12141449972127 m,63.395273325253605 m,63.08841738477194 m,63.545145470079476 m,63.38689636300526 m,63.03734711824207 m,62.60429756072903 m,62.21343309677995 m,62.25335997520742 m
62.553418779925835 m,62.37548720741665 m,62.43763707606767 m,62.55841215136846 m,62.711783017482425 m,63.11715843380708 m,63.829652433028514 m,63.7710625615334 m,63.85654490335877 m,64.02630951182212 m,64.07670776367576 m,64.0942619386836 m,64.27539822917612 m,64.28524197407864 m,64.43851073858181 m,64.47013914743329 m,63.944483846042054 m,64.32694631235472 m,64.4018238295204 m,64.38714804423665 m,64.3671353960795 m,64.54189706512003 m,64.62280741782199 m,64.67546447919997 m,64.14137902224523 m,64.41189592519481 m,64.42885320077542 m,64.60708799071912 m,64.5166923345208 m,64.5279761797488 m,64.33510786937319 m,64.06199246021583 m,63.123524248912965 m,63.09392229881076 m,63.33426059111116 m,63.470525941285196 m,63.28284073615758 m,62.960756668422505 m,62.78180532971438 m,63.47075796084512 m,64.84991810981538 m,64.88772165725693 m,65.17726909550103 m,65.40192198490313 m,65.4185013344542 m,64.91085878549919 m,64.56781787456885 m,64.46629521528986 m,64.79414940897007 m,64.84366557999867 m,64.60247157385481 m,64.71642877299524 m,64.44150991746795 m,64.71012616663123 m,64.53779672589728 m,64.67486484929447 m,64.67380557857194 m,65.54350969376536 m,65.5518796565062 m,65.45113264487674 m,65.38387146032238 m,64.92469584336436 m,64.14053555600407 m,63.72435002842978 m,63.60606010539753 m,64.06950167367937 m,63.45930574445579 m,63.13577007431304 m,62.66840200163816 m,62.23142364538575 m
63.44473001060176 m,63.29869554526536 m,63.17174904763524 m,63.05597095905743 m,63.619544378082374 m,64.00040383229793 m,64.47584629446312 m,64.61390887021841 m,64.65259225541766 m,64.58297805842933 m,64.78553159929585 m,64.82559853755106 m,65.2904512742611 m,65.3087099860231 m,65.08868934106289 m,65.28725834528483 m,65.39612709189193 m,65.3604767716823 m,65.47353569865044 m,65.47684290000785 m,65.57703334714837 m,65.73241163829852 m,65.53151749329075 m,65.33451443106972 m,65.2651485028718 m,65.22763001860329 m,65.10557692879522 m,65.83511725149444 m,65.29557630782011 m,65.2329894564747 m,65.16524988849858 m,64.91498398550513 m,64.44742929715636 m,64.40428241121867 m,64.27713618858355 m,64.3840269566894 m,63.70686610855244 m,63.285282463215175 m,63.407875932178094 m,63.78386742794576 m,64.85613476026947 m,65.08651642123154 m,65.7315117305603 m,66.21620698154115 m,66.33838105714855 m,65.93951025468789 m,65.15279235491995 m,65.20104129595587 m,65.20410603095968 m,64.88317693677655 m,65.0843741441458 m,65.02703311181202 m,64.71116422241785 m,64.69213665583518 m,64.52115600634657 m,64.25611068227511 m,64.55784080309554 m,65.23122095226071 m,66.10979980912742 m,65.76791559377398 m,65.72007622586818 m,65.18420475654628 m,64.52381940921941 m,64.35849434463772 m,64.4201220917256 m,64.48311387147271 m,63.92495584455274 m,63.46678858715134 m,63.31251791947147 m,63.185888663281276 m
64.13828281467734 m,64.01372814674636 m,64.2186679679582 m,64.21915832934964 m,64.45019373344051 m,64.59641668440239 m,64.91637090006503 m,65.11267777147391 m,64.53322083106659 m,64.70039640346155 m,65.13411684952649 m,65.63643743337758 m,65.96008264542604 m,66.07606602808914 m,66.11171893242135 m,65.93779737797718 m,65.76839974222656 m,66.23804169591341 m,66.2020579030339 m,66.72687972466589 m,66.77676537148363 m,66.96149624865403 m,66.65574157391399 m,66.42257440713165 m,66.31782624401573 m,66.1709666574775 m,66.42975552720038 m,66.53991367640126 m,66.19081945005944 m,66.4086386494696 m,66.27694797414199 m,65.79290683494571 m,65.7176605113186 m,65.58680447200517 m,65.26094294548137 m,64.73003624264388 m,64.23907761784173 m,64.20787352842277 m,64.3345944330092 m,64.38119156686724 m,65.02034839451622 m,65.920970726088 m,66.55189208417156 m,66.67590112237772 m,66.67005718002237 m,65.96047903805872 m,65.52261283471658 m,65.3551402424641 m,65.22003423047337 m,65.31148386190013 m,65.28978798504384 m,65.45356491016591 m,65.29553706905901 m,65.10410330060319 m,65.04326544909992 m,64.84605632764863 m,65.34587686074555 m,65.30055147130496 m,65.61779208033161 m,65.84574610380653 m,65.77314214879468 m,65.48072453862689 m,64.80339613738118 m,64.54397470367977 m,64.74795580380383 m,64.81193251878179 m,64.53875491153862 m,64.36864612246018 m,64.05065107098444 m,63.93156659856554 m
64.58261614335464 m,65.051948413149 m,65.21135525640517 m,65.23215377333106 m,65.63353718690304 m,65.458654116833 m,65.49728029332663 m,65.2577327909716 m,64.89041545189433 m,65.36626179868746 m,65.80690731663583 m,65.89890895871036 m,65.87730103825476 m,66.16031001524502 m,66.42365795674613 m,66.4834324111161 m,66.9905209796048 m,67.02652603095483 m,66.86755768980291 m,67.51211520452382 m,67.62990098687716 m,67.90149901716143 m,67.69578356678525 m,67.43463257281526 m,67.10554029703755 m,66.76341196275705 m,66.96651672738798 m,67.16141132086544 m,66.94673556829673 m,66.9482642797224 m,66.84207634458384 m,66.77271739478807 m,66.6316020508709 m,66.52303514444239 m,66.09768398413576 m,65.56651381230097 m,65.0781003938039 m,65.22426091654862 m,64.84211073761094 m,64.78598288026329 m,65.79217091764848 m,66.23920169465275 m,67.10889405106951 m,67.30493377392096 m,67.00502134875212 m,66.86340772009476 m,66.569356443728 m,66.42563795973868 m,65.64881747198467 m,65.48927033709091 m,65.51411213235112 m,65.65105765625366 m,66.28682119239423 m,66.30668582304602 m,66.23001761253636 m,65.60538472142196 m,65.44231771962032 m,65.59669821504039 m,65.55730024300875 m,65.57486583563491 m,66.30246400363188 m,65.55302786511365 m,65.51483216522468 m,65.11385291664838 m,65.17421652289735 m,65.2699492914576 m,64.78617883837646 m,64.5841129350691 m,64.36103852280908 m,64.2755350961232 m
65.21668595260066 m,65.62869721983517 m,65.89890505542301 m,66.2025851006656 m,65.92844902273148 m,66.2330856174201 m,66.23909724930706 m,66.18230441787347 m,65.98101986003482 m,66.13820223821527 m,65.9317284217337 m,66.21521377097405 m,66.19435332883671 m,66.22672592928026 m,66.67196845282571 m,66.86712084324122 m,66.66685743610927 m,67.25378555247579 m,67.24295217696016 m,67.63845912208417 m,68.26112383669158 m,68.28361616152029 m,68.238214822346 m,67.93584126774566 m,67.5948330008832 m,67.54587157028071 m,67.62897719287554 m,67.71182993970336 m,67.44414302353736 m,67.30565448293152 m,67.51052764787178 m,67.52320384420995 m,67.056856968787 m,67.1670506988007 m,66.80125866480459 m,66.45800625698405 m,66.17373775584979 m,65.83370818158869 m,65.68845281905843 m,66.17217272979508 m,66.5564043564746 m,67.09427181312186 m,67.62948771262123 m,67.74688202440598 m,67.89869319535696 m,67.38961171001525 m,66.88852950850912 m,66.57883706714628 m,65.91179366203889 m,65.67466025018315 m,65.73735732222332 m,66.13457815400054 m,66.21061231981125 m,66.77652879120208 m,66.63968596035676 m,66.1961041046602 m,65.7908995490615 m,65.91893211648056 m,66.5026154053661 m,66.15914667465819 m,66.15094751612412 m,65.79469137283075 m,65.70393351626025 m,65.60723345297538 m,65.33177590140832 m,65.1498090098328 m,65.179384417422 m,64.98899077709729 m,64.68813213443985 m,65.25475884821272 m
66.19332552125707 m,66.30438816396718 m,66.54451111617752 m,66.92792859978366 m,66.85992021021177 m,66.86279119910233 m,66.92068236509152 m,66.66224540402192 m,66.74379132576861 m,66.53823413941018 m,66.86132363938422 m,66.72499725857361 m,66.66758111693763 m,66.7832643715106 m,66.92483379256927 m,67.19118529338272 m,66.95990214963274 m,67.7670919593458 m,68.28730915453777 m,68.37267431904522 m,68.8299629731673 m,68.59820919902279 m,68.42597659645304 m,68.13866852765437 m,68.57923765079471 m,68.34909407377147 m,68.15527766661896 m,68.22620251718104 m,68.30630853801227 m,68.361272578755 m,68.09584363669923 m,68.1412872219823 m,68.08479368125543 m,67.79551090660959 m,67.26637619842444 m,67.39357814936753 m,66.99181966696128 m,66.58416455881283 m,66.67432564794012 m,66.72084130047871 m,67.23777281596432 m,67.6770928927693 m,68.18295714878221 m,68.27147322352236 m,68.39585030648908 m,68.2251673171065 m,67.69401656897813 m,66.95057282535606 m,66.84918126731466 m,66.33285542914382 m,66.15179479222711 m,66.34424918016947 m,66.29064363230232 m,66.6024742090417 m,66.90673833482575 m,67.0126720863269 m,66.44433086882145 m,66.74076955666438 m,66.6038305058907 m,66.55410318687294 m,66.46292598698948 m,66.3672479290531 m,66.172643757533 m,65.71564608524918 m,65.88520528353958 m,66.0432815131819 m,65.6058313701829 m,65.62603540467921 m,65.43989271014831 m,65.948802308072 m
66.9651606048683 m,67.35597533948777 m,67.49762523204245 m,67.71598838590002 m,67.55157822215611 m,67.72525725172079 m,67.6861712023964 m,67.50822521621802 m,67.53762669171829 m,67.74617447988686 m,67.78316166298123 m,67.4889172313211 m,67.76247321461597 m,67.7334129490703 m,67.95918755515714 m,67.69906741599934 m,67.25139167302261 m,67.76235557282716 m,68.40010799389937 m,68.60900071271581 m,68.49513229541598 m,68.46774806862652 m,68.17950278875645 m,68.20890613971235 m,68.63464546812516 m,68.68316336585914 m,68.7130729759663 m,68.38729349554723 m,68.76135097013105 m,68.36534529217334 m,68.08288193317209 m,68.68531662326889 m,68.88203459109663 m,68.88874146006987 m,68.3884413986531 m,68.11622632012362 m,67.83759767093026 m,67.57001009089565 m,67.5476203724856 m,68.11938907716717 m,68.42614372958316 m,68.8068357363054 m,68.88798749658677 m,68.93212640985982 m,68.8340555752491 m,69.0985818058852 m,68.5760566951619 m,68.05712767172153 m,67.6624974575837 m,67.24390196176516 m,66.96642703011783 m,66.59339067885026 m,66.90470373918224 m,67.11409576910998 m,67.15321860675796 m,67.0790797171536 m,67.09944317558023 m,67.52328874749169 m,67.49155920337884 m,67.24629043448668 m,66.93472997429686 m,66.94549979682719 m,66.88352878713772 m,66.50824358674072 m,66.16247720561697 m,66.12742918093805 m,66.12356225489219 m,65.98500745394712 m,66.52234376213023 m,66.95485993189527 m
67.93283715723658 m,68.13639764454263 m,68.16760131590472 m,68.61669983448988 m,68.37483029018544 m,68.62115722409219 m,68.74898616991774 m,68.57082948150924 m,68.67903753898446 m,68.88465025678671 m,68.6840487104693 m,68.51438154678594 m,68.5252695101266 m,68.22635917732225 m,68.18133351880522 m,68.2160796646067 m,68.06793596538407 m,68.18772420921674 m,68.54314103989711 m,68.41631477539048 m,68.31388308578968 m,68.52064515841084 m,68.81272287251129 m,69.15468129583815 m,69.27928591918766 m,69.29498915263588 m,69.35317808868552 m,68.84614547870822 m,68.96259986704347 m,68.93521439575247 m,68.9269288506195 m,69.01322456270724 m,69.2332844339291 m,69.3913364280607 m,68.91372360145377 m,68.97054059739543 m,68.98485855362117 m,68.6473776496566 m,68.60819971295358 m,68.65289423241072 m,69.16254530955416 m,69.65116562938448 m,69.5538132308074 m,69.61252217730666 m,69.73597905196218 m,69.67999441975029 m,69.2013662863011 m,68.85897722534841 m,68.49409362201504 m,67.98817707462207 m,67.63656874930044 m,67.32891721342395 m,67.49830979274654 m,67.50503698557004 m,67.59872040436339 m,67.68692746156336 m,67.42749434159239 m,67.91987431163987 m,67.38908234387438 m,67.23323281017011 m,67.65850887212014 m,67.54909642513749 m,67.31382475064459 m,67.01503980903726 m,66.86813344346427 m,66.76136257094697 m,66.83934204370038 m,66.61942361050627 m,67.01623937313266 m,67.47135898030845 m
68.2542173890515 m,68.65850607216709 m,68.92678543704362 m,68.9411327834024 m,69.66963000398138 m,69.72995436591825 m,69.77824816330315 m,69.66951581360175 m,69.5965071827404 m,69.36644844283816 m,69.62681156084598 m,69.55184951005936 m,69.43887449603245 m,69.06218146182891 m,68.58734690819523 m,68.4219557498312 m,68.09770054674468 m,68.45200070989705 m,68.6787476174321 m,68.93731222641298 m,69.10645491359261 m,69.26920405749306 m,69.47501992545185 m,69.91169750807816 m,70.02301981769422 m,70.07558198904994 m,70.14542137157596 m,69.39580845479472 m,69.5106041384434 m,69.4475121852804 m,69.98374132090933 m,69.75460527977452 m,69.80558620301841 m,69.74095322375072 m,69.88210372043645 m,70.24570893339526 m,70.44273431928033 m,70.20385938337519 m,69.88728984459726 m,69.66541554708797 m,69.78047977031832 m,69.81278005297901 m,70.14866925736412 m,70.18420433223017 m,70.36620211981523 m,70.31859807525194 m,69.95061342048626 m,69.6965874861487 m,69.16106004394206 m,69.25047224603215 m,68.82730962359722 m,68.4617952745693 m,68.04653956320045 m,67.66426406617398 m,67.68552257000961 m,67.76818097558602 m,67.81928406000728 m,68.28392357744104 m,67.97348872592744 m,67.77578618602357 m,67.85486522513119 m,67.84140674869346 m,67.48338184961347 m,67.85404560592603 m,67.32081559921079 m,67.15636737314095 m,67.32382207964193 m,67.4813122605369 m,67.7688833971795 m,67.9376371199715 m
69.28976694499802 m,69.72017288259113 m,69.80847200447351 m,70.17945988509277 m,70.12439422099516 m,70.33506474312622 m,70.96842840393069 m,70.63957576054537 m,70.1291819490827 m,70.01760651186785 m,70.38586075361093 m,70.16065364590051 m,69.77883676723351 m,69.36129457259241 m,68.89398495400665 m,69.20095643791967 m,69.21404619572701 m,69.22391323633127 m,69.17609451495827 m,69.58500206454102 m,69.75467303769817 m,69.63830980471498 m,70.23069253065066 m,70.15086623672893 m,70.45049454085468 m,70.78082094702476 m,70.79785236593139 m,70.22916581072543 m,69.9486531926301 m,70.05852844474384 m,70.50106367235446 m,70.41036667115942 m,70.36092325472754 m,70.03493644497124 m,70.27688798320565 m,70.29009964814156 m,70.58283084599833 m,70.4991778276915 m,70.32796264425939 m,70.12154972260541 m,70.24162421752881 m,70.45051137950246 m,70.68648999354134 m,70.84881818651132 m,70.72854071557225 m,70.65634623635614 m,70.51249929989712 m,70.29933885611304 m,70.13476814736129 m,69.99195697264747 m,69.77121063490185 m,69.50322498466353 m,68.58142357193452 m,68.89624430214309 m,68.6038492900048 m,68.80208518181331 m,68.60756063671548 m,68.51582127146264 m,68.36279913664654 m,68.5009545931606 m,68.37171821877435 m,68.7888764324841 m,68.7983077552635 m,68.71667063205058 m,68.28899556135521 m,68.2268058706636 m,68.26998665594559 m,68.4858717214607 m,68.93410684889875 m,69.08018772867325 m
70.29569699916753 m,70.66571381209573 m,70.80881386682505 m,70.51356029728784 m,70.94916086671535 m,70.99891269625444 m,71.22834982623492 m,71.07613548666254 m,70.48009379241142 m,70.38544046279449 m,70.61208850455435 m,70.37345664030454 m,70.11866079303337 m,70.0066041068898 m,69.71064563341893 m,69.75638683189476 m,69.77646283377668 m,70.08865939637954 m,70.24705757268211 m,70.34582434642894 m,70.63481620856751 m,70.3906731115722 m,70.53482131971413 m,70.82993657488099 m,70.8652515530797 m,71.12086931155974 m,71.2610549797112 m,70.94973317749154 m,70.91559844651316 m,70.99263373085246 m,71.11073484098256 m,71.07518336988059 m,70.93446505755324 m,70.75411741417224 m,70.78478104599047 m,70.76490393482513 m,71.11078485335796 m,71.14020934696043 m,71.14596858923008 m,70.96620960865519 m,71.12772154183226 m,71.041565722736 m,71.42237139666857 m,71.1602124814756 m,71.22632347852802 m,71.22031315409393 m,70.87524331068765 m,70.96984046003229 m,70.90246510023664 m,70.87687042808483 m,70.63199441056855 m,70.34967073195085 m,69.91356469655005 m,69.5187523168133 m,69.34388854393431 m,69.67689261037 m,69.87356546570975 m,69.59163017856328 m,69.40906069042654 m,69.31669935210098 m,69.14602276310606 m,69.68125184104663 m,69.69912356232993 m,69.27312414055136 m,68.8673340125367 m,68.82237228773603 m,69.10605610414184 m,69.22497785260703 m,69.72730212709473 m,70.16906276045356 m
71.02245654221673 m,71.47830668986664 m,71.6199059565138 m,71.40600504555412 m,71.63161735519736 m,71.93957641125797 m,71.83765928521437 m,71.34690163077042 m,71.1370699931394 m,71.22053752281813 m,71.19102367609482 m,71.02430592650111 m,70.791093557674 m,70.64857053416168 m,70.32770554598397 m,70.26425474929317 m,70.49556592138258 m,70.4528144537995 m,71.00266970825497 m,71.05279991831902 m,71.4424119494623 m,70.80725114995182 m,70.90032994165463 m,71.39459189146834 m,71.75013885814424 m,71.8086290097803 m,71.78727937977885 m,71.73560622385267 m,71.56989961001696 m,71.49273892275949 m,71.6370284577373 m,71.81735018510186 m,71.95226066565702 m,71.52429032936182 m,71.70259360662618 m,71.69360950374423 m,71.61236092888633 m,71.61259575214945 m,71.70545549235213 m,71.90249069498873 m,71.99721674095903 m,71.94970864709735 m,71.84997284942108 m,71.80981107516143 m,72.02254520594003 m,71.6855310570429 m,71.62633638240679 m,71.53252138384796 m,71.31382384285841 m,71.41612960455308 m,71.45123738747547 m,71.0775437136546 m,70.80954174258329 m,70.46998656580978 m,70.3112031768074 m,70.21741570202042 m,70.39240146370096 m,70.36903299029798 m,70.33612822384723 m,70.57286768764168 m,70.34755462865147 m,70.99726918493045 m,70.68814268865542 m,70.73474731575105 m,70.38410578530512 m,70.16016781890796 m,70.03599172342602 m,70.02285428264146 m,70.30120898543858 m,70.86172222542908 m
72.1471130607325 m,72.67528130907226 m,72.81463814961592 m,72.94497737363113 m,72.69666852504777 m,72.76248598699767 m,72.72577060323795 m,72.45985325604539 m,72.28485438110306 m,72.35646954721267 m,72.51111406275275 m,72.34481171320868 m,71.84684349847052 m,71.46728785706415 m,71.46704203324776 m,71.45003461354057 m,71.43235167246084 m,71.59441560301798 m,71.85545778060379 m,71.88816819982156 m,71.96479206848416 m,72.12870428904282 m,72.31195986640384 m,72.65188333490113 m,72.77046790220595 m,72.75147458449364 m,72.9902692420236 m,73.25303391709352 m,72.92127931819417 m,73.11599662013012 m,73.01143909025367 m,73.06344442266281 m,72.96412883862212 m,72.96891523598441 m,72.93004184786435 m,72.8810961979426 m,72.71975422419877 m,72.69786563910726 m,72.88366573286265 m,73.04956506876212 m,73.25353566991846 m,73.28452046698632 m,73.05115929816844 m,72.92709704490966 m,72.92833773756486 m,73.08384223419878 m,72.7948367353388 m,73.2315825839695 m,72.72562678483798 m,72.6187933514947 m,72.54611394910953 m,72.33236664315191 m,72.22538984305612 m,71.70386511641354 m,71.16258166595472 m,71.36060715028991 m,71.48339578140545 m,71.7338170887661 m,71.78805648557858 m,71.91646315746776 m,71.88187686283268 m,72.01666649183326 m,72.00728205384519 m,72.13852135888683 m,72.0220548052391 m,71.55040115122094 m,71.49576815684816 m,71.63601087038286 m,71.90914015963612 m,72.12073224822183 m
73.91330237170692 m,74.20567039069627 m,74.20218103283197 m,74.07026813383212 m,73.83074027507264 m,73.83508633849578 m,73.81712447605176 m,73.76455267436513 m,73.78941726513298 m,73.75704108879759 m,74.01251062562734 m,73.55024759553785 m,73.33412163462057 m,73.03710341023233 m,72.88808456956424 m,72.9096065740215 m,73.0505204100329 m,73.25489534833373 m,72.9929443266482 m,73.29164008424645 m,73.34982526785771 m,73.30871680277102 m,73.98098979959721 m,73.94070846424411 m,74.143031185944 m,74.20096632255456 m,74.20055719357428 m,74.65077304674178 m,74.63217754386815 m,74.7244206651516 m,74.83738681209101 m,74.4710352122494 m,74.5582960559505 m,74.2900784303097 m,74.40310420057341 m,74.14806898649582 m,74.44323650817034 m,74.1262449418094 m,74.30075945911801 m,74.6422495130973 m,74.49695032227058 m,74.63217079881434 m,74.672515808521 m,74.67017708724593 m,74.6416196701108 m,74.58514426172712 m,74.56654422493659 m,74.62960717604012 m,74.47829979299664 m,74.36286677011311 m,73.95593454003048 m,73.98796011930952 m,73.64504621245098 m,73.11140830305135 m,72.95555486785042 m,72.64928805098623 m,72.96561491023866 m,73.18303433627122 m,73.33649488665804 m,73.65592831603632 m,73.83853825103054 m,73.52957811572058 m,74.00953649532107 m,73.91525860486983 m,73.82196564905095 m,73.83518865473629 m,73.40345976268773 m,73.39558298855519 m,73.56726304916587 m,73.72655895476561 m
